title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
Mademoiselle Paradis,MOVIE,"18th century Vienna. Maria Theresia von Paradis, a gifted piano player and close friend of Mozart's, lost her eye-sight as a child. Desperate to cure their talented daughter, the Paradis entrust Maria to Dr. Mesmer, a forward-thinking-physician who gives her the care and attention that she requires. With the doctor's innovative techniques of magnetism, Maria slowly recovers her sight. But this miracle comes at a price as the woman progressively starts to lose her gift for music.",2017,97,"['drama', 'history', 'european']",6.5,2.582,Paramount
Monsoon,MOVIE,"In the hot desert monsoon season of Arizona, two best friends have trouble letting go of each other after a tragedy rips them apart.",2017,102,"['drama', 'romance']",6.4,0.714,Paramount
Avenge the Crows,MOVIE,"A former gang member and her young cousin become embroiled in a vendetta between L.A. gangs, as rivals seek revenge for old crimes.",2017,96,"['thriller', 'drama', 'crime']",5.1,7.322,Paramount
The Rainbow Experiment,MOVIE,Things spiral out of control in a high school in Manhattan when a terrible accident involving a science experiment injures a kid for life.,2018,129,"['drama', 'crime']",5.9,1.924,Paramount
Hood Adjacent with James Davis,SHOW,James Davis uses a unique style of comedy to explore contemporary urban topics.,2017,21,['comedy'],5.6,0.708,Paramount
Surviving Christmas with the Relatives,MOVIE,"Two sisters come together to spend Christmas with their families in their recently deceased parents’ falling down country house, with hilariously chaotic consequences, as ancient sibling rivalries flare up again to sabotage the hoped for season of good will.",2018,101,['comedy'],5.1,2.714,Paramount
On the Ropes,MOVIE,"Following the sudden death of their father, two brothers realize the greatest threat to their criminal empire might just be each other. A no-holds-barred battle for power ensues that threatens to destroy everything their old man built.",2018,93,"['action', 'documentation', 'drama', 'thriller', 'crime', 'family']",4.0,3.346,Paramount
Make It Out Alive,SHOW,The untold human stories behind some of the world’s greatest disasters.,2017,46,"['drama', 'documentation']",6.4,0.63,Paramount
Rough Stuff,MOVIE,"A rag-tag group of treasure hunters travels into the bush in search of a legendary stash of gold. The gang is soon roped into a world of danger, lies and betrayal.",2017,120,['action'],4.7,1.548,Paramount
The Browsing Effect,MOVIE,"The seemingly endless possibilities of dating apps send a group of friends into a whirlwind of sex, jealousy, and self-doubt in this ensemble comedy that examines dating culture in the age of swiping.",2018,100,"['comedy', 'romance']",4.1,0.6,Paramount
What if it Works?,MOVIE,"Adrian, an irrepressibly chirpy tech nerd, has OCD. Grace, a beautiful street artist, has multiple personality disorder. It's a love story that seems impossible. But what if it works?",2017,95,"['drama', 'comedy', 'romance']",5.4,1.72,Paramount
Fishbowl California,MOVIE,A man struggling to find purpose in life is enlightened by a drunk ailing widow.,2018,83,"['comedy', 'drama']",5.3,4.364,Paramount
Comedy Central Stand-Up Presents,SHOW,"In the time-honored tradition of Comedy Central's half-hour specials, Comedy Central Stand-Up Presents features the best and brightest emerging comedians performing thirty minutes of material.",2017,20,['comedy'],6.0,1.257,Paramount
A Christmas in New York,MOVIE,Six romantic stories unfold in a New York hotel during the week leading up to Christmas.,2017,81,['romance'],4.6,1.219,Paramount
Whistleblower,SHOW,A thrilling look into the real-life David vs. Goliath stories of heroic people who put everything on the line in order to expose illegal and often dangerous wrongdoing when major corporations rip off U.S. taxpayers.,2018,40,"['crime', 'drama']",6.6,0.6,Paramount
America's Secret Space Heroes,SHOW,"The inside stories of how the unknown engineers of NASA created such superior machines as the Saturn V moon rocket, the Space Shuttle, and the Hubble Space Telescope, often against incredible odds.",2017,44,['documentation'],,1.175,Paramount
Mysteries of the Mekong,SHOW,"The journey of the Mekong River takes us through China, Laos, Vietnam, Cambodia, and Thailand, across a series of diverse landscapes. Each has its own signature species: from snub-nosed monkeys to high-flying birds, to spooky cave-dwellers--including some that have never been filmed before. Let the Mekong's mighty waters lead you on an incredible journey.",2017,48,['documentation'],6.5,0.6,Paramount
Honey Badger Grit,MOVIE,A young honey badger battles for survival in the harsh and unforgiving plains of the South African savannah.,2018,46,[],,0.6,Paramount
Bachelor Lions,MOVIE,"When Mark Myers and Zane Daniels meet each has yet to find ONE THING that makes them even remotely interesting. Together, they will embark on a journey most people will never take. A journey inward, to find their one true talent.",2018,94,['comedy'],6.0,2.141,Paramount
Last Summer,MOVIE,"During a long hot summer in the 1970s, four boys roam free through a neglected rural paradise, until a tragedy strikes that sets them against the adult world and changes their lives forever.",2018,97,['drama'],6.1,1.281,Paramount
Newly Single,MOVIE,"On the heels of booking a life-changing motion picture, a film director drives away his girlfriend and aggressively re-enters the LA dating scene.",2017,95,"['drama', 'comedy', 'romance']",5.0,2.528,Paramount
Natural Vice,MOVIE,A millionaire entrepreneur invents a new form of ecstasy only for his business to be chased down by the Chinese triads.,2017,81,['action'],4.2,1.912,Paramount
Ahamed's Ramadan Diary,SHOW,Ahamed Weinberg is a Muslim man with a Jewish last name who's navigating life and love while fasting for Ramadan.,2017,3,['comedy'],8.7,,Paramount
This Week at the Comedy Cellar,SHOW,This Week at the Comedy Cellar takes an unprecedented look inside New York City's hottest comedy club and the country's top comedians as they tackle all the freshest topics of the week.,2018,21,['comedy'],7.4,0.6,Paramount
Soul Sessions,MOVIE,"Two soul mates cross paths across during many lifetimes, until one decision tears them apart and may alter their destiny forever.",2018,94,['drama'],6.9,1.032,Paramount
Intensive Care,MOVIE,"Three low-life criminals attempt to rob an elderly dying woman's home, but her live-in nurse turns out to be much more trouble than they bargained for.",2018,80,"['action', 'comedy', 'thriller']",4.0,2.975,Paramount
Gun Trucks of Vietnam,MOVIE,"From M16 rifles to Huey helicopters, the Vietnam War launched weapons that went on to become legendary. This is the untold story of one such weapon built not by the Pentagon, but by teenage soldiers trying to keep themselves alive: the gun truck. Through interviews and home movies, meet the U.S. Army's unsung heroes: the self-made, five-ton, moving monsters that defended convoys from enemy attack and went on to influence today's combat tactics.",2018,51,"['documentation', 'history']",7.8,0.6,Paramount
The Comedy Jam,SHOW,"Comedians take the stage to tell a funny story about a song that means something to them, then live out their rock star fantasies by performing the song with a live band, making for a night of entertainment that'll have you dancing as hard as you're laughing.",2017,21,['comedy'],6.0,0.6,Paramount
Nickelodeon's Sizzling Summer Camp Special,MOVIE,"Nickelodeon’s Sizzling Summer Camp Special features all of your favorite Nickelodeon stars as they head off to a sleep-away camp together — but they soon find themselves in danger! The friends find out that their campsite has been haunted. The mysterious and legendary creatures have been haunting the camp for years!  This is the third Nickelodeon Special in the series starring Nickelodeon stars such as Lizzy Greene, Jack Griffo, Kyla Drew Simmons, Jade Pettyjohn, Casey Simpson, and Mace Coronel.",2017,44,['comedy'],7.3,5.907,Paramount
Appiness,MOVIE,"When Eric and Raj, old high school buds, try to build the next great app and become billionaires - they don't.",2018,82,['comedy'],4.8,0.6,Paramount
An American in Texas,MOVIE,"Based on a true story, and set in late 1990 against the backdrop of the first gulf war, An American in Texas is the story of lifelong friends as they reach the cusp of adulthood and must decide between the hollow values of corporate careerism; or the narrow way of individualism and freedom.",2017,97,"['drama', 'crime', 'music', 'war', 'european']",5.1,1.276,Paramount
Game of Clones,SHOW,"Game of Clones is the most radical dating experiment to ever hit television. In each episode, MTV stars will date seven clones of their celebrity crush -- who may look the same but are totally different people -- and when they look beyond those pretty (identical) faces, each dater will discover which of these famous doppelgangers melts their heart and which just makes their skin crawl.",2018,41,"['reality', 'romance']",3.7,0.911,Paramount
Digby Dragon,SHOW,A dragon and his pals have amazing adventures.,2017,10,"['animation', 'european']",7.3,0.606,Paramount
200 Miles,MOVIE,"200 Miles is the inspiring story of ultra-marathoner, Eric Gelber, who attempted to run a record 200 miles around New York's Central Park to raise awareness and $1 million dollars for the Multiple Myeloma Research Foundation (MMRF).",2017,50,['drama'],6.6,0.6,Paramount
